Authors,Title,Publication,Volume,Number,Pages,Year,Publisher,Note
"Wood, Patricia A; Bove, Kathleen; You, Shaojin; Chambers, Ann; Hrushesky, William JM; ",Cancer growth and spread are saltatory and phase-locked to the reproductive cycle through mediators of angiogenesis,Molecular cancer therapeutics,4,7,1065-1075,2005,AACR,Pass-no unit
"Kostourou, Vassiliki; Lechertier, Tanguy; Reynolds, Louise E; Lees, Delphine M; Baker, Marianne; Jones, Dylan T; Tavora, Bernardo; Ramjaun, Antoine R; Birdsey, Graeme M; Robinson, Stephen D; ",FAK-heterozygous mice display enhanced tumour angiogenesis,Nature communications,4,1,2020,2013,Nature Publishing Group UK London,Read
"Duncan, FJ; Wulff, Brian C; Tober, Kathleen L; Ferketich, Amy K; Martin, Jason; Thomas-Ahner, Jennifer M; Allen, Stephanie D; Kusewitt, Donna F; Oberyszyn, Tatiana M; VanBuskirk, Anne M; ",Clinically relevant immunosuppressants influence UVB-induced tumor size through effects on inflammation and angiogenesis,American Journal of Transplantation,7,12,2693-2703,2007,Elsevier,Pass-different unit
"Detwiller, Kara Y; Fernando, Namali T; Segal, Neil H; Ryeom, Sandra W; D'Amore, Patricia A; Yoon, Sam S; ",Analysis of hypoxia-related gene expression in sarcomas and effect of hypoxia on RNA interference of vascular endothelial cell growth factor A,Cancer research,65,13,5881-5889,2005,AACR,Pass-no unit
"Reynolds, Andrew R; Reynolds, Louise E; Nagel, Tobi E; Lively, Julie C; Robinson, Stephen D; Hicklin, Daniel J; Bodary, Sarah C; Hodivala-Dilke, Kairbaan M; ",Elevated Flk1 (vascular endothelial growth factor receptor 2) signaling mediates enhanced angiogenesis in β3-integrin–deficient mice,Cancer Research,64,23,8643-8650,2004,AACR,
"Gilles, Maud-Emmanuelle; Maione, Federica; Cossutta, Mélissande; Carpentier, Gilles; Caruana, Laure; Di Maria, Silvia; Houppe, Claire; Destouches, Damien; Shchors, Ksenya; Prochasson, Christopher; ",Nucleolin targeting impairs the progression of pancreatic cancer and promotes the normalization of tumor vasculature,Cancer research,76,24,7181-7193,2016,AACR,Pass-no unit
"Lechertier, Tanguy; Reynolds, Louise E; Kim, Hyojin; Pedrosa, Ana Rita; Gómez-Escudero, Jesús; Muñoz-Félix, José M; Batista, Silvia; Dukinfield, Matthew; Demircioglu, Fevzi; Wong, Ping Pui; ",Pericyte FAK negatively regulates Gas6/Axl signalling to suppress tumour angiogenesis and tumour growth,Nature Communications,11,1,2810,2020,Nature Publishing Group UK London,
"Grepin, R; Guyot, M; Jacquin, M; Durivault, J; Chamorey, E; Sudaka, A; Serdjebi, C; Lacarelle, B; Scoazec, JY; Negrier, S; ",Acceleration of clear cell renal cell carcinoma growth in mice following bevacizumab/Avastin treatment: the role of CXCL cytokines,Oncogene,31,13,1683-1694,2012,Nature Publishing Group,Pass
"Savić, Radoslav; He, Xingxuan; Fiel, Isabel; Schuchman, Edward H; ",Recombinant human acid sphingomyelinase as an adjuvant to sorafenib treatment of experimental liver cancer,PloS one,8,5,e65620,2013,"Public Library of Science San Francisco, USA",Pass-no unit
"Jarosz-Biej, Magdalena; Smolarczyk, Ryszard; Cichoń, Tomasz; Drzyzga, Alina; Czapla, Justyna; Urbaś, Zbigniew; Pilny, Ewelina; Matuszczak, Sybilla; Wojcieszek, Piotr; ",Brachytherapy in a Single Dose of 10Gy as an “in situ” Vaccination,International Journal of Molecular Sciences,21,13,4585,2020,MDPI,Pass-no unit
"Limoge, Michelle; Safina, Alfiya; Truskinovsky, Alexander M; Aljahdali, Ieman; Zonneville, Justin; Gruevski, Aleksandar; Arteaga, Carlos L; Bakin, Andrei V; ",Tumor p38MAPK signaling enhances breast carcinoma vascularization and growth by promoting expression and deposition of pro-tumorigenic factors,Oncotarget,8,37,61969,2017,"Impact Journals, LLC",Pass-no unit
"Wang, Lantian; ",Radiofrequency Ablation Combined with Lenvatinib Improves Ablation Effectiveness in Hepatocellular Carcinoma Mouse Models,,,,,,"Institutes of Medicine, Zhejiang University",Pass
"Tavora, Bernardo; Batista, Silvia; Reynolds, Louise E; Jadeja, Shalini; Robinson, Stephen; Kostourou, Vassiliki; Hart, Ian; Fruttiger, Marcus; Parsons, Maddy; Hodivala‐Dilke, Kairbaan M; ",Endothelial FAK is required for tumour angiogenesis,EMBO molecular medicine,2,12,516-528,2010,WILEY‐VCH Verlag Weinheim,
"Maione, Federica; Molla, F; Meda, CLAUDIA; Latini, R; Zentilin, L; Giacca, M; Serini, Guido; Bussolino, Federico; Giraudo, Enrico; ",Semaphorin 3A Regulates Angiogenesis and Tumor Progression in Mouse Models of Tumorigenesis,Mouse Models of Cancer,1,1,18-18,2009,AACR,Pass-abstract
"Gallagher, Patricia E; Gruber, Kenneth A; Callahan, Michael; Tallant, E Ann; ","Anti-cancer activity of a stable, orally active angiotensin-(1-7) analog",Cancer Research,76,14_Supplement,1237-1237,2016,AACR,Pass-abstract
"Burton, Jeremy B; Priceman, Saul J; Sung, James L; Brakenhielm, Ebba; An, Dong Sung; Pytowski, Bronislaw; Alitalo, Kari; Wu, Lily; ",Suppression of prostate cancer nodal and systemic metastasis by blockade of the lymphangiogenic axis,Cancer research,68,19,7828-7837,2008,AACR,Pass-no unit
"Yeom, Chan Joo; Zeng, Lihua; Goto, Yoko; Morinibu, Akiyo; Zhu, Yuxi; Shinomiya, Kazumi; Kobayashi, Minoru; Itasaka, Satoshi; Yoshimura, Michio; Hur, Cheol-Goo; ",LY6E: a conductor of malignant tumor growth through modulation of the PTEN/PI3K/Akt/HIF-1 axis,Oncotarget,7,40,65837,2016,"Impact Journals, LLC",Pass-no unit
"Flintoft, Louisa; ",Inhaling can seriously damage your health,Nature Reviews Cancer,3,11,800-800,2003,Nature Publishing Group UK London,Review
"Sartippour, Maryam R; Pietras, Richard; Marquez-Garban, Diana C; Chen, Hsiao-Wang; Heber, David; Henning, Susanne M; Sartippour, Guilan; Zhang, Liping; Lu, Ming; Weinberg, Olga; ",The combination of green tea and tamoxifen is effective against breast cancer,Carcinogenesis,27,12,2424-2433,2006,Oxford University Press,Pass-no unit
"Verhoeff, Joost JC; Stalpers, Lukas JA; Claes, An; Hovinga, Koos E; Musters, Gijsbert D; Vandertop, W Peter; Richel, Dick J; Leenders, William PJ; Van Furth, Wouter R; ",Tumour control by whole brain irradiation of anti-VEGF-treated mice bearing intracerebral glioma,European Journal of Cancer,45,17,3074-3080,2009,Elsevier,Pass
"Jones, Dylan T; Lechertier, Tanguy; Reynolds, Louise E; Mitter, Richard; Robinson, Stephen D; Kirn-Safran, Catherine B; Hodivala-Dilke, Kairbaan M; ",Endogenous ribosomal protein L29 (RPL29): a newly identified regulator of angiogenesis in mice,Disease models & mechanisms,6,1,115-124,2013,The Company of Biologists Limited,Read
"Huang, Dongsheng; Lan, Huanrong; Liu, Fanlong; Wang, Shibing; Chen, Xiaoyi; Jin, Ketao; Mou, Xiaozhou; ",Anti-angiogenesis or pro-angiogenesis for cancer treatment: focus on drug distribution,International journal of clinical and experimental medicine,8,6,8369,2015,e-Century Publishing Corporation,Review
"Kunstfeld, Rainer; Hawighorst, Thomas; Streit, Michael; Hong, Young-Kwon; Nguyen, Lynh; Brown, Lawrence F; Detmar, Michael; ",Thrombospondin-2 overexpression in the skin of transgenic mice reduces the susceptibility to chemically induced multistep skin carcinogenesis,Journal of dermatological science,74,2,106-115,2014,Elsevier,Cannot access
"Dalrymple, Susan L; Becker, Robin E; Isaacs, John T; ","The quinoline‐3‐carboxamide anti‐angiogenic agent, tasquinimod, enhances the anti‐prostate cancer efficacy of androgen ablation and taxotere without effecting serum PSA directly in human xenografts",The Prostate,67,7,790-797,2007,Wiley Online Library,Pass-no unit
"Isaacs, John T; Pili, Roberto; Qian, David Z; Dalrymple, Susan L; Garrison, Jason B; Kyprianou, Natasha; Björk, Anders; Olsson, Anders; Leanderson, Tomas; ",Identification of ABR‐215050 as lead second generation quinoline‐3‐carboxamide anti‐angiogenic agent for the treatment of prostate cancer,The Prostate,66,16,1768-1778,2006,Wiley Online Library,Pass-no unit
"Reynolds, Louise E; Watson, Alan R; Baker, Marianne; Jones, Tania A; D’Amico, Gabriela; Robinson, Stephen D; Joffre, Carine; Garrido-Urbani, Sarah; Rodriguez-Manzaneque, Juan Carlos; Martino-Echarri, Estefanía; ",Tumour angiogenesis is reduced in the Tc1 mouse model of Down’s syndrome,Nature,465,7299,813-817,2010,Nature Publishing Group UK London,
"Marie, Mona A; Sanderlin, Edward J; Hoffman, Alexander; Cashwell, Kylie D; Satturwar, Swati; Hong, Heng; Sun, Ying; Yang, Li V; ",GPR4 knockout attenuates intestinal inflammation and forestalls the development of colitis-associated colorectal cancer in murine models,bioRxiv,,,2023.03. 13.532341,2023,Cold Spring Harbor Laboratory,Pass-no unit
"Lechertier, Tanguy; Hodivala‐Dilke, Kairbaan; ",Focal adhesion kinase and tumour angiogenesis,The Journal of pathology,226,2,404-412,2012,Wiley Online Library,Review
"Dalrymple, Susan L; Becker, Robyn E; Zhou, Haoming; DeWeese, Theodore L; Isaacs, John T; ",Tasquinimod prevents the angiogenic rebound induced by fractionated radiation resulting in an enhanced therapeutic response of prostate cancer xenografts,The Prostate,72,6,638-648,2012,Wiley Online Library,Pass
"Pietras, Kristian; Hanahan, Douglas; ","A multitargeted, metronomic, and maximum-tolerated dose “chemo-switch” regimen is antiangiogenic, producing objective responses and survival benefit in a mouse model of cancer",Journal of Clinical Oncology,23,5,939-952,2005,Citeseer,Pass-no unit
"Aminzadeh-Gohari, Sepideh; Feichtinger, René Günther; Vidali, Silvia; Locker, Felix; Rutherford, Tricia; O’Donnel, Maura; Stöger-Kleiber, Andrea; Mayr, Johannes Adalbert; Sperl, Wolfgang; Kofler, Barbara; ",A ketogenic diet supplemented with medium-chain triglycerides enhances the anti-tumor and anti-angiogenic efficacy of chemotherapy on neuroblastoma xenografts in a CD1-nu mouse model,Oncotarget,8,39,64728,2017,"Impact Journals, LLC",Pass-no unit
"Wong, Ping-Pui; Demircioglu, Fevzi; Ghazaly, Essam; Alrawashdeh, Wasfi; Stratford, Michael RL; Scudamore, Cheryl L; Cereser, Biancastella; Crnogorac-Jurcevic, Tatjana; McDonald, Stuart; Elia, George; ",Dual-action combination therapy enhances angiogenesis while reducing tumor growth and spread,Cancer cell,27,1,123-137,2015,Elsevier,
"Casanova, M Llanos; Larcher, Fernando; Casanova, Benito; Murillas, Rodolfo; Fernández-Aceñero, M Jesús; Villanueva, Concepción; Martínez-Palacio, Jesús; Ullrich, Axel; Conti, Claudio J; Jorcano, Jose Luis; ","A critical role for ras-mediated, epidermal growth factor receptor-dependent angiogenesis in mouse skin carcinogenesis",Cancer research,62,12,3402-3407,2002,AACR,Pass
"Lindsay, Theodore H; Jonas, Beth M; Sevcik, Molly A; Kubota, Kazufumi; Halvorson, Kyle G; Ghilardi, Joseph R; Kuskowski, Michael A; Stelow, Edward B; Mukherjee, Pinku; Gendler, Sandra J; ","Pancreatic cancer pain and its correlation with changes in tumor vasculature, macrophage infiltration, neuronal innervation, body weight and disease progression",Pain,119,3-Jan,233-246,2005,Elsevier,Pass
"Skobe, Mihaela; Fusenig, Norbert E; ",Tumorigenic conversion of immortal human keratinocytes through stromal cell activation,Proceedings of the National Academy of Sciences,95,3,1050-1055,1998,National Acad Sciences,Pass
"Hamzah, Juliana; Nelson, Delia; Moldenhauer, Gerd; Arnold, Bernd; Hämmerling, Günter J; Ganss, Ruth; ",Vascular targeting of anti-CD40 antibodies and IL-2 into autochthonous tumors enhances immunotherapy in mice,The Journal of clinical investigation,118,5,1691-1699,2008,Am Soc Clin Investig,Pass-no unit
"Greenaway, James; Moorehead, Roger; Shaw, Patricia; Petrik, Jim; ","Epithelial–stromal interaction increases cell proliferation, survival and tumorigenicity in a mouse model of human epithelial ovarian cancer",Gynecologic oncology,108,2,385-394,2008,Elsevier,Pass-no unit
"Duignan, Inga J; Corcoran, Erik; Pennello, Anthony; Plym, Mary Jane; Amatulli, Michael; Claros, Nidia; Iacolina, Michelle; Youssoufian, Hagop; Witte, Larry; Samakoglu, Selda; ",Pleiotropic stromal effects of vascular endothelial growth factor receptor 2 antibody therapy in renal cell carcinoma models,Neoplasia,13,1,49-59,2011,Elsevier,Pass-no unit
"Elkin, Michael; Ariel, Ilana; Miao, Hua-Quan; Nagler, Arnon; Pines, Mark; De-Groot, Nathan; Hochberg, Avraham; Vlodavsky, Israel; ","Inhibition of bladder carcinoma angiogenesis, stromal support, and tumor growth by halofuginone",Cancer research,59,16,4111-4118,1999,AACR,Pass-no unit
"Corvigno, Sara; Wisman, G Bea A; Mezheyeuski, Artur; van der Zee, Ate GJ; Nijman, Hans W; Åvall-Lundqvist, Elisabeth; Östman, Arne; Dahlstrand, Hanna; ",Markers of fibroblast-rich tumor stroma and perivascular cells in serous ovarian cancer: Inter-and intra-patient heterogeneity and impact on survival,Oncotarget,7,14,18573,2016,"Impact Journals, LLC",Pass
"Hillers-Ziemer, Lauren E; McMahon, Rachel Q; Hietpas, Margaret; Paderta, Gretchen; LeBeau, Jennelle; McCready, Jessica; Arendt, Lisa M; ",Obesity promotes cooperation of cancer stem-like cells and macrophages to enhance mammary tumor angiogenesis,Cancers,12,2,502,2020,MDPI,Pass
"Unruh, Dusten; Ünlü, Betül; Lewis, Clayton S; Qi, Xiaoyang; Chu, Zhengtao; Sturm, Robert; Keil, Ryan; Ahmad, Syed A; Sovershaev, Timofey; Adam, Mariette; ",Antibody-based targeting of alternatively spliced tissue factor: a new approach to impede the primary growth and spread of pancreatic ductal adenocarcinoma,Oncotarget,7,18,25264,2016,"Impact Journals, LLC",
"Breckwoldt, Michael O; Bode, Julia; Kurz, Felix T; Hoffmann, Angelika; Ochs, Katharina; Ott, Martina; Deumelandt, Katrin; Krüwel, Thomas; Schwarz, Daniel; Fischer, Manuel; ",Correlated magnetic resonance imaging and ultramicroscopy (MR-UM) is a tool kit to assess the dynamics of glioma angiogenesis,Elife,5,,e11712,2016,"eLife Sciences Publications, Ltd",Pass
"Fernández-Rodríguez, Rubén; Rodríguez-Baena, Francisco Javier; Martino-Echarri, Estefanía; Peris-Torres, Carlos; del Carmen Plaza-Calonge, María; Rodríguez-Manzaneque, Juan Carlos; ",Stroma-derived but not tumor ADAMTS1 is a main driver of tumor growth and metastasis,Oncotarget,7,23,34507,2016,"Impact Journals, LLC",Read
"Kim, Sun-Jin; Uehara, Hisanori; Yazici, Sertac; Busby, Joseph Erik; Nakamura, Toru; He, Junqin; Maya, Marva; Logothetis, Christopher; Mathew, Paul; Wang, Xuemei; ",Targeting platelet-derived growth factor receptor on endothelial cells of multidrug-resistant prostate cancer,Journal of the National Cancer Institute,98,11,783-793,2006,Oxford University Press,Pass-no unit
"Partecke, LI; Günther, C; Hagemann, S; Jacobi, C; Merkel, M; Sendler, M; Van Rooijen, N; Käding, A; Trung, D Nguyen; Lorenz, E; ",Induction of M2-macrophages by tumour cells and tumour growth promotion by M2-macrophages: a quid pro quo in pancreatic cancer,Pancreatology,13,5,508-516,2013,Elsevier,Pass-no unit
"Tjalma, W; Van Marck, E; Weyler, J; Dirix, L; Van Daele, A; Goovaerts, G; Albertyn, G; Van Dam, P; ",Quantification and prognostic relevance of angiogenic parameters in invasive cervical cancer,British journal of cancer,78,2,170-174,1998,Nature Publishing Group,Human
"Lund, Amanda W; Wagner, Marek; Fankhauser, Manuel; Steinskog, Eli S; Broggi, Maria A; Spranger, Stefani; Gajewski, Thomas F; Alitalo, Kari; Eikesdal, Hans P; Wiig, Helge; ",Lymphatic vessels regulate immune microenvironments in human and murine melanoma,The Journal of clinical investigation,126,9,3389-3402,2016,Am Soc Clin Investig,
"Landskroner-Eiger, Shira; Qian, Binzhi; Muise, Eric S; Nawrocki, Andrea R; Berger, Joel P; Fine, Eugene J; Koba, Wade; Deng, Yingfeng; Pollard, Jeffrey W; Scherer, Philipp E; ",Proangiogenic contribution of adiponectin toward mammary tumor growth in vivo,Clinical Cancer Research,15,10,3265-3276,2009,AACR,Pass-no unit
"Pietras, Kristian; Rubin, Kristofer; Sjöblom, Tobias; Buchdunger, Elisabeth; Sjöquist, Mats; Heldin, Carl-Henrik; Ostman, Arne; ",Inhibition of PDGF receptor signaling in tumor stroma enhances antitumor effect of chemotherapy,Cancer research,62,19,5476-5484,2002,AACR,Pass-different unit
"Wrobel, Ludovic Jean; Bod, Lloyd; Lengagne, Renée; Kato, Masashi; Prévost-Blondel, Armelle; Le Gal, Frédérique-Anne; ",Propranolol induces a favourable shift of anti-tumor immunity in a murine spontaneous model of melanoma,Oncotarget,7,47,77825,2016,"Impact Journals, LLC",Pass-no unit
"De Palma, Michele; Venneri, Mary Anna; Galli, Rossella; Sergi, Lucia Sergi; Politi, Letterio S; Sampaolesi, Maurilio; Naldini, Luigi; ",Tie2 identifies a hematopoietic lineage of proangiogenic monocytes required for tumor vessel formation and a mesenchymal population of pericyte progenitors,Cancer cell,8,3,211-226,2005,Elsevier,
"Palumbo, Joseph S; Potter, Jill M; Kaplan, Lisa S; Talmage, Kathryn; Jackson, David G; Degen, Jay L; ","Spontaneous hematogenous and lymphatic metastasis, but not primary tumor growth or angiogenesis, is diminished in fibrinogen-deficient mice",Cancer research,62,23,6966-6972,2002,AACR,
"Furuhashi, Masao; Sjöblom, Tobias; Abramsson, Alexandra; Ellingsen, Jens; Micke, Patrick; Li, Hong; Bergsten-Folestad, Erika; Eriksson, Ulf; Heuchel, Rainer; Betsholtz, Christer; ",Platelet-derived growth factor production by B16 melanoma cells leads to increased pericyte abundance in tumors and an associated increase in tumor growth rate,Cancer research,64,8,2725-2733,2004,AACR,Pass-different unit
"Detmar, Michael; Velasco, Paula; Richard, Lisa; Claffey, Kevin P; Streit, Michael; Riccardi, Lucia; Skobe, Mihaela; Brown, Lawrence F; ",Expression of vascular endothelial growth factor induces an invasive phenotype in human squamous cell carcinomas,The American journal of pathology,156,1,159-167,2000,Elsevier,
"Deering, Robert E; Bigler, Steven A; Brown, Marianne; Brawer, Michael K; ",Microvascularity in benign prostatic hyperplasia,The Prostate,26,3,111-115,1995,Wiley Online Library,Cannot access
"Girard, E; Strathdee, C; Trueblood, E; Queva, C; ",Macrophage migration inhibitory factor produced by the tumour stroma but not by tumour cells regulates angiogenesis in the B16-F10 melanoma model,British journal of cancer,107,9,1498-1505,2012,Nature Publishing Group,Pass-different unit
"Avram, Stefana; Coricovac, Dorina‑Elena; Pavel, Ioana Zinuca; Pinzaru, Iulia; Ghiulai, Roxana; Baderca, Flavia; Soica, Codruta; Muntean, Danina; Branisteanu, Daciana E; Spandidos, Demetrios A; ",Standardization of A375 human melanoma models on chicken embryo chorioallantoic membrane and Balb/c nude mice,Oncology reports,38,1,89-99,2017,Spandidos Publications,Pass-no unit
"Santos, Angélica M; Jung, Jason; Aziz, Nazneen; Kissil, Joseph L; Puré, Ellen; ",Targeting fibroblast activation protein inhibits tumor stromagenesis and growth in mice,The Journal of clinical investigation,119,12,3613-3625,2009,Am Soc Clin Investig,Pass
"Rogers, Peter AW; Au, Chak L; Affandi, Biran; ",Contraception: Endometrial microvascular density during the normal menstrual cycle and following exposure to long-term levonorgestrel,Human Reproduction,8,9,1396-1404,1993,Oxford University Press,Human
"Dondossola, Eleonora; Alexander, Stephanie; Holzapfel, Boris M; Filippini, Stefano; Starbuck, Michael W; Hoffman, Robert M; Navone, Nora; De-Juan-Pardo, Elena M; Logothetis, Christopher J; Hutmacher, Dietmar W; ",Intravital microscopy of osteolytic progression and therapy response of cancer lesions in the bone,Science translational medicine,10,452,eaao5726,2018,American Association for the Advancement of Science,Pass
"Luttun, Aernout; Tjwa, Marc; Moons, Lieve; Wu, Yan; Angelillo-Scherrer, Anne; Liao, Fang; Nagy, Janice A; Hooper, Andrea; Priller, Josef; De Klerck, Bert; ","Revascularization of ischemic tissues by PlGF treatment, and inhibition of tumor angiogenesis, arthritis and atherosclerosis by anti-Flt1",Nature medicine,8,8,831-840,2002,Nature Publishing Group US New York,
"Marcellini, Marcella; De Luca, Naomi; Riccioni, Teresa; Ciucci, Alessandro; Orecchia, Angela; Lacal, Pedro Miguel; Ruffini, Federica; Pesce, Maurizio; Cianfarani, Francesca; Zambruno, Giovanna; ",Increased melanoma growth and metastasis spreading in mice overexpressing placenta growth factor,The American journal of pathology,169,2,643-654,2006,Elsevier,
"Auguste, Patrick; Gürsel, Demirkan B; Lemiere, Sylvie; Reimers, Diana; Cuevas, Pedro; Carceller, Fernando; Di Santo, James P; Bikfalvi, Andreas; ",Inhibition of fibroblast growth factor/fibroblast growth factor receptor activity in glioma cells impedes tumor growth by both angiogenesis-dependent and-independent mechanisms,Cancer research,61,4,1717-1726,2001,AACR,Pass-no unit
"Rossi Sebastiano, Matteo; Pozzato, Chiara; Saliakoura, Maria; Yang, Zhang; Peng, Ren-Wang; Galiè, Mirco; Oberson, Kevin; Simon, Hans-Uwe; Karamitopoulou, Evanthia; Konstantinidou, Georgia; ",ACSL3–PAI-1 signaling axis mediates tumor-stroma cross-talk promoting pancreatic cancer progression,Science Advances,6,44,eabb9200,2020,American Association for the Advancement of Science,
"Nishida, Takahiro; Yoshitomi, Hideyuki; Takano, Shigetsugu; Kagawa, Shingo; Shimizu, Hiroaki; Ohtsuka, Masayuki; Kato, Atsushi; Furukawa, Katsunori; Miyazaki, Masaru; ",Low stromal area and high stromal microvessel density predict poor prognosis in pancreatic cancer,Pancreas,45,4,593-600,2016,LWW,Pass
"Rossiter, Heidemarie; Barresi, Caterina; Pammer, Johannes; Rendl, Michael; Haigh, Jody; Wagner, Erwin F; Tschachler, Erwin; ",Loss of vascular endothelial growth factor a activity in murine epidermal keratinocytes delays wound healing and inhibits tumor formation,Cancer research,64,10,3508-3516,2004,AACR,Pass-different unit
"Zigrino, Paola; Kuhn, Isolde; Bäuerle, Tobias; Zamek, Jan; Fox, Jay W; Neumann, Susanne; Licht, Alexander; Schorpp-Kistner, Marina; Angel, Peter; Mauch, Cornelia; ",Stromal expression of MMP-13 is required for melanoma invasion and metastasis,Journal of investigative dermatology,129,11,2686-2693,2009,Elsevier,Pass-no unit
